channel,onset,duration,peak_onset,type,frequency,amplitude,phase_angle,lag,sw_wind_start,sw_wind_end,sw_neg_peak,overlap,cluster_size,i_within_cluster,NREM2,NREM3,NREM23
C4,3945.296,0.52,3945.608,sp_unc,13.9115463999365,13.5393762840455,NaN,NaN,NaN,NaN,NaN,0,1,1,41,,581
Pz,3972.116,0.74,3972.356,sp_unc,13.8412906585636,15.2318769977446,NaN,NaN,NaN,NaN,NaN,0,1,1,42,,582
Pz,3985.864,0.824,3986.528,sp_unc,13.7972367309497,13.7871329443761,NaN,NaN,NaN,NaN,NaN,1,3,1,43,,583
Cz,3987.212,0.78,3987.404,sp_unc,13.4971401260916,13.3229467533116,NaN,NaN,NaN,NaN,NaN,1,3,2,44,,584
C4,3988.688,0.548,3988.872,sp_unc,12.5412173109542,8.71129199664618,NaN,NaN,NaN,NaN,NaN,0,3,3,45,,585
C3,3995.256,0.532,3995.604,sp_unc,13.8324341207468,16.8743722107791,NaN,NaN,NaN,NaN,NaN,0,5,1,46,,586
Pz,3995.884,0.696,3996.032,sp_unc,13.7260773762549,11.3629016651291,NaN,NaN,NaN,NaN,NaN,0,5,2,47,,587
C3,4001.6,0.644,4001.76,sp_unc,14.4406124162771,15.1197828249886,NaN,NaN,NaN,NaN,NaN,0,5,3,48,,588
Pz,4006.94,0.492,4007.108,sp_unc,14.2184633356266,12.5873005040446,NaN,NaN,NaN,NaN,NaN,0,5,4,49,,589
Fz,4008.488,0.656,4008.94,sp_unc,12.4478244595113,29.0372514862509,NaN,NaN,NaN,NaN,NaN,1,5,5,50,,590
C3,4024.708,0.572,4025.108,sp_unc,13.0396089595258,14.7524448000926,NaN,NaN,NaN,NaN,NaN,0,1,1,51,,591
Pz,4041.224,0.772,4041.864,sp_unc,12.9342891067776,13.5427819296621,NaN,NaN,NaN,NaN,NaN,1,1,1,52,,592
Fz,4049.376,0.564,4049.592,sp_unc,12.5208855472013,23.0595665898116,NaN,NaN,NaN,NaN,NaN,1,1,1,53,,593
Fz,4057.464,0.52,4057.644,sp_unc,12.6804239608483,23.1859546121449,NaN,NaN,NaN,NaN,NaN,0,3,1,54,,594
C4,4058.048,0.644,4058.584,sp_unc,13.4911625468901,10.9309341036005,NaN,NaN,NaN,NaN,NaN,0,3,2,55,,595
C3,4061.048,0.64,4061.508,sp_unc,14.1656524356501,14.3035167687487,NaN,NaN,NaN,NaN,NaN,1,3,3,56,,596
Pz,4073.332,0.736,4073.512,sp_unc,13.9996727248404,14.5126660399508,NaN,NaN,NaN,NaN,NaN,0,5,1,57,,597
Pz,4076.604,0.764,4077.128,sp_unc,13.5940017743016,16.4018768229771,NaN,NaN,NaN,NaN,NaN,0,5,2,58,,598
Cz,4080.076,0.54,4080.472,sp_c_up,12.310476604735,17.5394225953223,-0.386002543397379,0.644,4077.828,4081.828,4079.828,1,5,3,59,,599
Fz,4080.7,0.812,4081.412,sp_c_up,12.3238280703956,29.3320202405397,1.45492466832353,1.584,4077.828,4081.828,4079.828,0,5,4,60,,600
Cz,4081.86,0.532,4082.26,sp_unc,13.1245234670157,11.7796955334548,NaN,NaN,NaN,NaN,NaN,0,5,5,61,,601
C3,4091.676,1.028,4092.428,sp_unc,14.5099950311509,18.9573671186088,NaN,NaN,NaN,NaN,NaN,1,2,1,62,,602
Fz,4095.656,0.628,4095.796,sp_unc,13.4144286369519,17.3655756782775,NaN,NaN,NaN,NaN,NaN,0,2,2,63,,603
Pz,4102.284,0.544,4102.552,sp_unc,13.444669365722,18.9247791737212,NaN,NaN,NaN,NaN,NaN,1,3,1,64,,604
Pz,4105.796,1.116,4106.428,sp_unc,13.203533525171,15.0102283184558,NaN,NaN,NaN,NaN,NaN,0,3,2,65,,605
Cz,4110.9,0.528,4111.236,sp_unc,12.9446881091618,11.6900996286813,NaN,NaN,NaN,NaN,NaN,0,3,3,66,,606
C3,4121.416,0.548,4121.588,sp_unc,13.0604288499025,15.3946689502039,NaN,NaN,NaN,NaN,NaN,0,4,1,67,,607
Pz,4124.64,0.572,4124.98,sp_unc,13.607512843194,17.4686821245778,NaN,NaN,NaN,NaN,NaN,1,4,2,68,,608
Fz,4125.636,0.628,4126.136,sp_c_up,13.2048786553431,22.8319324943028,0.998506818115348,0.932,4123.204,4127.204,4125.204,1,4,3,69,,609
Cz,4126.612,0.66,4126.732,sp_c_up,13.1016794809364,15.7421375685654,-1.5806006040329,1.528,4123.204,4127.204,4125.204,1,4,4,70,,610
Pz,4133.52,0.652,4133.984,sp_unc,14.023464374785,13.0755648970947,NaN,NaN,NaN,NaN,NaN,1,1,1,71,,611
C3,4162.516,0.524,4162.864,sp_unc,14.3216142732397,14.4787593472607,NaN,NaN,NaN,NaN,NaN,0,2,1,72,,612
Pz,4164.08,0.752,4164.632,sp_unc,13.5811018775008,16.6961686265344,NaN,NaN,NaN,NaN,NaN,1,2,2,73,,613
Pz,4170.132,1.032,4170.576,sp_unc,13.4569077293536,18.4559574074499,NaN,NaN,NaN,NaN,NaN,1,3,1,74,,614
Fz,4176.012,0.844,4176.24,sp_unc,12.1973159790816,25.433930144576,NaN,NaN,NaN,NaN,NaN,1,3,2,75,,615
Cz,4181.924,0.884,4182.08,sp_unc,13.0805538589705,15.119494080086,NaN,NaN,NaN,NaN,NaN,0,3,3,76,,616
Cz,4190.712,0.512,4191.048,sp_unc,13.6945841933265,15.7705139853023,NaN,NaN,NaN,NaN,NaN,1,3,1,77,,617
C3,4194.432,0.932,4195.06,sp_unc,13.4898801244373,20.130094379973,NaN,NaN,NaN,NaN,NaN,1,3,2,78,,618
Fz,4197.952,0.54,4198.348,sp_unc,12.3809005986039,17.6883739306639,NaN,NaN,NaN,NaN,NaN,0,3,3,79,,619
C3,4205.28,0.66,4205.432,sp_unc,11.8642836269103,28.9457523753528,NaN,NaN,NaN,NaN,NaN,1,5,1,80,,620
Fz,4206.528,0.504,4206.9,sp_unc,12.8909128613527,32.8081307756446,NaN,NaN,NaN,NaN,NaN,0,5,2,81,,621
Cz,4207.428,0.516,4207.78,sp_unc,12.3749364352911,19.1189158397202,NaN,NaN,NaN,NaN,NaN,1,5,3,82,,622
Pz,4208.488,0.636,4208.876,sp_unc,12.6305346700084,14.8393044357697,NaN,NaN,NaN,NaN,NaN,1,5,4,83,,623
C4,4214.428,0.816,4214.7,sp_unc,14.1867126967746,12.1076759436052,NaN,NaN,NaN,NaN,NaN,0,5,5,84,,624
Pz,4233.956,0.684,4234.132,sp_unc,13.5021607327141,12.9694144769098,NaN,NaN,NaN,NaN,NaN,1,4,1,85,,625
Pz,4238.148,0.628,4238.344,sp_unc,13.5592248595345,11.534808399618,NaN,NaN,NaN,NaN,NaN,0,4,2,86,,626
Pz,4241.816,0.816,4242.416,sp_unc,13.3618036318867,23.1067734359082,NaN,NaN,NaN,NaN,NaN,0,4,3,87,,627
C3,4243.288,0.7,4243.444,sp_unc,12.7650389855252,15.1598792820092,NaN,NaN,NaN,NaN,NaN,0,4,4,88,,628
Pz,4269.172,0.704,4269.408,sp_unc,12.632848693704,26.3172802996032,NaN,NaN,NaN,NaN,NaN,0,4,1,89,,629
Pz,4271.8,0.544,4271.916,sp_unc,13.531991744066,11.0322701465848,NaN,NaN,NaN,NaN,NaN,0,4,2,90,,630
Fz,4272.412,0.568,4272.744,sp_unc,12.8003879648617,24.7426109510976,NaN,NaN,NaN,NaN,NaN,0,4,3,91,,631
Fz,4275.196,0.532,4275.368,sp_unc,12.2180938932551,20.1253416270633,NaN,NaN,NaN,NaN,NaN,0,4,4,92,,632
C3,4297.488,0.508,4297.856,sp_unc,14.5619988886243,12.646167022983,NaN,NaN,NaN,NaN,NaN,0,2,1,93,,633
Fz,4300.748,0.62,4300.924,sp_c_up,12.3950610792716,23.5286075183066,-2.54818857174926,0.16,4298.764,4302.764,4300.764,0,2,2,94,,634
Fz,4308.44,0.876,4309.152,sp_unc,13.3360780516353,20.5387950444282,NaN,NaN,NaN,NaN,NaN,0,1,1,95,,635
C4,4316.808,0.776,4317.284,sp_unc,12.5025688106183,18.8310283934549,NaN,NaN,NaN,NaN,NaN,0,4,1,96,,636
C3,4317.844,0.876,4317.996,sp_unc,12.4693601168017,16.0992248463592,NaN,NaN,NaN,NaN,NaN,1,4,2,97,,637
Fz,4320.828,0.604,4321.272,sp_unc,13.3249791144528,21.1422224828505,NaN,NaN,NaN,NaN,NaN,0,4,3,98,,638
Cz,4323.38,0.712,4323.824,sp_unc,14.3287395367504,15.481950505581,NaN,NaN,NaN,NaN,NaN,1,4,4,99,,639
Pz,4330.036,0.568,4330.224,sp_unc,14.297385620915,12.0692546501555,NaN,NaN,NaN,NaN,NaN,0,3,1,100,,640
Fz,4335.808,0.652,4335.968,sp_unc,12.921888053467,19.0217353156822,NaN,NaN,NaN,NaN,NaN,1,3,2,101,,641
Fz,4339.924,0.676,4340.096,sp_c_down,13.0337882012853,22.7970524098215,-0.303311657440607,-0.296,4338.392,4342.392,4340.392,0,3,3,102,,642
Fz,4352.464,0.496,4352.628,sp_unc,12.8721424774056,21.8611683923856,NaN,NaN,NaN,NaN,NaN,0,8,1,,1,643
Pz,4357.576,1.088,4357.772,sp_unc,13.4069742256877,20.6402131373577,NaN,NaN,NaN,NaN,NaN,1,8,2,,2,644
Pz,4360.636,1,4361.256,sp_unc,13.4721505561289,25.2137358860477,NaN,NaN,NaN,NaN,NaN,1,8,3,,3,645
Pz,4364.216,0.828,4364.804,sp_unc,14.1443273215719,20.8374056385981,NaN,NaN,NaN,NaN,NaN,1,8,4,,4,646
Pz,4367.324,0.916,4367.664,sp_unc,13.7195076352433,18.8010848764726,NaN,NaN,NaN,NaN,NaN,1,8,5,,5,647
Fz,4370.284,0.728,4370.624,sp_c_up,12.495464823125,19.2367145796167,-1.57468354299281,0.356,4368.268,4372.268,4370.268,0,8,6,,6,648
Fz,4372.016,0.624,4372.204,sp_c_up,11.9703690770624,24.414815551044,-1.92724141792092,1.936,4368.268,4372.268,4370.268,1,8,7,,7,649
C3,4372.824,0.552,4373.22,sp_unc,12.8350389863548,19.92449321839,NaN,NaN,NaN,NaN,NaN,0,8,8,,8,650
Pz,4390.36,0.82,4390.96,sp_unc,14.109692122463,18.7655074600495,NaN,NaN,NaN,NaN,NaN,0,1,1,1,,651
Pz,4397.16,1.196,4397.712,sp_unc,13.3021029315868,19.5199258696708,NaN,NaN,NaN,NaN,NaN,0,2,1,2,,652
C4,4400.04,0.596,4400.304,sp_unc,14.1728913787737,16.1206148517515,NaN,NaN,NaN,NaN,NaN,1,2,2,3,,653
C4,4410.916,0.632,4411.052,sp_unc,12.7053780738424,14.7806088829827,NaN,NaN,NaN,NaN,NaN,1,3,1,4,,654
C4,4411.964,0.608,4412.336,sp_unc,14.2151846118564,16.1027875421713,NaN,NaN,NaN,NaN,NaN,0,3,2,5,,655
Cz,4412.996,0.56,4413.116,sp_unc,12.1424428840697,13.0652327871355,NaN,NaN,NaN,NaN,NaN,0,3,3,6,,656
Pz,4421.784,0.816,4422.064,sp_unc,12.7922463162738,15.7368246318702,NaN,NaN,NaN,NaN,NaN,0,1,1,7,,657
C3,4427.932,0.668,4428.488,sp_c_down,12.827650151432,18.9548011875919,1.78258678662825,-0.14,4426.628,4430.628,4428.628,0,2,1,8,,658
Fz,4428.612,0.62,4429.08,sp_c_up,12.781954887218,13.5844923094239,-1.46985386092029,0.452,4426.628,4430.628,4428.628,0,2,2,9,,659
Pz,4438.904,1.476,4439.852,sp_unc,13.349998014825,15.6431018359904,NaN,NaN,NaN,NaN,NaN,0,1,1,10,,660
Fz,4450.512,0.636,4450.952,sp_unc,13.728571838092,17.9735649513647,NaN,NaN,NaN,NaN,NaN,1,1,1,11,,661
Pz,4462.464,0.884,4463.148,sp_unc,13.6967586077493,14.35179874461,NaN,NaN,NaN,NaN,NaN,0,1,1,12,,662
Pz,4469.056,0.596,4469.492,sp_unc,12.3826770208349,14.6261805098761,NaN,NaN,NaN,NaN,NaN,0,1,1,13,,663
C4,4610.176,0.516,4610.296,sp_c_up,13.7907575310826,10.6507456307439,-1.82289325396911,1.388,4606.908,4610.908,4608.908,1,1,1,1,,1
C3,4619.24,0.724,4619.812,sp_unc,13.8095186905171,12.2815835047571,NaN,NaN,NaN,NaN,NaN,1,2,1,2,,2
C3,4620.424,0.56,4620.6,sp_unc,14.5252837977296,10.7167461379996,NaN,NaN,NaN,NaN,NaN,0,2,2,3,,3
C3,4628.056,0.712,4628.404,sp_unc,14.3586260040078,15.5086891811612,NaN,NaN,NaN,NaN,NaN,0,1,1,4,,4
Pz,4649.924,0.964,4650.556,sp_unc,14.391038871689,16.6214941365763,NaN,NaN,NaN,NaN,NaN,0,2,1,5,,5
Pz,4652.788,0.584,4652.92,sp_unc,14.2884273592478,9.97426511515474,NaN,NaN,NaN,NaN,NaN,0,2,2,6,,6
Pz,4659.056,1.464,4660.1,sp_unc,13.9680588954438,10.8544657437758,NaN,NaN,NaN,NaN,NaN,0,5,1,7,,7
C4,4661.812,0.84,4662.172,sp_unc,13.2898288987601,11.9889009204708,NaN,NaN,NaN,NaN,NaN,0,5,2,8,,8
C4,4663.748,0.532,4663.916,sp_c_down,14.3826170819205,14.3612755100605,-0.609742194729598,-0.432,4662.348,4666.348,4664.348,0,5,3,9,,9
Cz,4664.392,0.62,4664.616,sp_c_up,12.7543561284163,18.3586573976379,-1.31537636752059,0.268,4662.348,4666.348,4664.348,1,5,4,10,,10
Cz,4665.816,0.568,4666.232,sp_c_up,12.5189180681172,15.156795497006,2.9361490872863,1.884,4662.348,4666.348,4664.348,0,5,5,11,,11
Fz,4674.964,0.504,4675.152,sp_unc,12.4735910022991,22.3200507594235,NaN,NaN,NaN,NaN,NaN,1,1,1,12,,12
Pz,4693.616,0.676,4693.988,sp_unc,14.2834739675024,12.2230498920689,NaN,NaN,NaN,NaN,NaN,0,1,1,13,,13
Pz,4706.692,0.8,4707,sp_unc,14.3040403295821,18.226698263707,NaN,NaN,NaN,NaN,NaN,0,3,1,14,,14
Fz,4709.596,0.6,4710.048,sp_unc,13.4601647676614,20.4473383490635,NaN,NaN,NaN,NaN,NaN,1,3,2,15,,15
Cz,4711.204,0.496,4711.304,sp_unc,13.3357448103713,13.4186021038742,NaN,NaN,NaN,NaN,NaN,0,3,3,16,,16
Cz,4721.252,0.76,4721.42,sp_unc,13.7459747544242,12.6532082154445,NaN,NaN,NaN,NaN,NaN,1,1,1,17,,17
Fz,4728.5,0.568,4728.924,sp_unc,12.4172093744462,20.4390283843226,NaN,NaN,NaN,NaN,NaN,1,2,1,18,,18
C4,4729.772,0.544,4730.16,sp_unc,12.7750377535847,11.4333197417179,NaN,NaN,NaN,NaN,NaN,0,2,2,19,,19
Pz,4763,0.844,4763.228,sp_unc,14.1241654157676,21.5547680345457,NaN,NaN,NaN,NaN,NaN,0,5,1,20,,20
C4,4765.936,0.532,4766.072,sp_unc,14.2308188457569,11.6750598782385,NaN,NaN,NaN,NaN,NaN,0,5,2,21,,21
Pz,4769.344,1.028,4769.74,sp_unc,13.8111587414993,16.2831407341536,NaN,NaN,NaN,NaN,NaN,1,5,3,22,,22
Pz,4772.868,1.256,4773.556,sp_unc,13.900322888326,17.7480237869071,NaN,NaN,NaN,NaN,NaN,1,5,4,23,,23
C3,4775.64,0.728,4776.228,sp_c_up,14.4209840368896,19.4035121725955,-0.806357858798726,1.308,4772.92,4776.92,4774.92,1,5,5,24,,24
Pz,4803.708,0.816,4804.232,sp_unc,13.9134601208905,26.4922699122516,NaN,NaN,NaN,NaN,NaN,1,1,1,25,,25
Pz,4810.784,0.968,4811.568,sp_unc,14.7074534942182,16.896043983173,NaN,NaN,NaN,NaN,NaN,1,3,1,26,,26
Pz,4816.4,0.8,4816.844,sp_unc,13.921998624011,14.5019909661923,NaN,NaN,NaN,NaN,NaN,0,3,2,27,,27
C4,4820.576,0.66,4821.052,sp_unc,13.9668257653939,11.268534867415,NaN,NaN,NaN,NaN,NaN,1,3,3,28,,28
C4,4834.54,1.22,4834.676,sp_unc,13.4116099257353,12.8900879778275,NaN,NaN,NaN,NaN,NaN,1,3,1,29,,29
C4,4837.692,0.736,4838.26,sp_unc,13.8383813564412,12.455768501727,NaN,NaN,NaN,NaN,NaN,1,3,2,30,,30
C3,4839.592,0.492,4839.904,sp_unc,14.4455808639245,12.802190935937,NaN,NaN,NaN,NaN,NaN,0,3,3,31,,31
Pz,4853.412,0.512,4853.548,sp_unc,14.2215091445935,15.7789972437403,NaN,NaN,NaN,NaN,NaN,0,3,1,32,,32
Pz,4856.24,0.744,4856.628,sp_unc,14.4962590299278,17.4983402490836,NaN,NaN,NaN,NaN,NaN,0,3,2,33,,33
Pz,4862.124,0.944,4862.456,sp_unc,14.4923460612315,16.6259267808374,NaN,NaN,NaN,NaN,NaN,0,3,3,34,,34
Pz,4869,0.76,4869.34,sp_unc,13.9435437148082,16.4717361265859,NaN,NaN,NaN,NaN,NaN,1,2,1,35,,35
Pz,4872.48,0.56,4872.864,sp_unc,13.7896589134979,12.2836708383413,NaN,NaN,NaN,NaN,NaN,0,2,2,36,,36
Pz,4883.464,0.976,4883.832,sp_unc,14.0230478156175,23.2502776957475,NaN,NaN,NaN,NaN,NaN,1,4,1,37,,37
Pz,4886.092,1.036,4886.468,sp_unc,13.7201979307243,19.435596994027,NaN,NaN,NaN,NaN,NaN,1,4,2,38,,38
Pz,4888.936,0.664,4889.4,sp_unc,13.9453259373925,13.372598247538,NaN,NaN,NaN,NaN,NaN,0,4,3,39,,39
Pz,4891.38,0.548,4891.656,sp_unc,13.6771982747215,12.7820514084302,NaN,NaN,NaN,NaN,NaN,0,4,4,40,,40
Pz,4924.204,1.084,4924.956,sp_unc,13.875067570888,15.2628397577988,NaN,NaN,NaN,NaN,NaN,0,4,1,41,,41
Cz,4926.652,0.512,4926.8,sp_unc,12.5598573929134,13.3686319785192,NaN,NaN,NaN,NaN,NaN,0,4,2,42,,42
